Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
malnutrition_indicator_sco,0.03092633122591507,1.1146185603023397,1.1824988923896897
Neglecta timonensis,-0.005086726840179998,0.4380078793591503,0.5690529688741958
Faecalibacterium prausnitzii,0.041947956555728846,0.43513874345909054,0.49160838527807427
Phocaeicola dorei,-0.03459096449377615,0.3129816576788378,0.3374667848255658
clinical_frailty_scale,-0.005413131611665396,0.20824842199653257,0.24909167863569245
cholinesterase inhibitors,0.017002080257369646,0.1918166927130497,0.31281007345320067
Bilophila wadsworthia,0.007782396325454455,0.16781486686472913,0.20125470369577153
Cloacibacillus evryensis,-0.0038016324064777765,0.16733788284124826,0.24600591989730017
Loop diuretics,-0.008695841392826847,0.16373632597793344,0.2500315920234091
Clostridium leptum,0.00637121633207591,0.15690424492448155,0.1845981008847156
PPI,-0.008327981892888473,0.1549151364131061,0.17679136721024344
SSRIs,0.0033826707639046188,0.1006178143152557,0.11018872274649553
Seizure Medications,-0.00530524926394038,0.09449423083980144,0.11489783892532432
hopsn,-0.0007864447605308207,0.09057202229169939,0.11530378491702158
Phocaeicola vulgatus,-0.004580140315883321,0.08559391573677343,0.10881289935238483
Ruminococcus torques,0.007524978034633658,0.07737475139789078,0.09368793872221108
Roseburia faecis,0.01543966996193532,0.07514689359967136,0.08943169947889092
Bacteroides fragilis,-0.002594776781161346,0.07509905410635692,0.0887015446574253
Non-dihydropyridine calcium-channel blockers,0.001437150467822714,0.07248154033547098,0.08068710989218747
Probiotics,-0.0026194082054203584,0.06796944530358975,0.1250314183648502
male,-0.004919261146569629,0.0627193764837106,0.10413703104718919
Evtepia gabavorous,0.009258726404275185,0.06024091161052813,0.07223738795641135
Alistipes putredinis,-0.006280917709650012,0.05827634813943461,0.06608651797589378
Enterocloster clostridioformis,-0.0017397742442090234,0.05776033424832902,0.125828817889944
Phascolarctobacterium faecium,-0.0005888894137858266,0.055273972268659266,0.07809023177056743
Bacteroides ovatus,-0.0029961174521907614,0.05262397310891987,0.062394414111482714
