Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
malnutrition_indicator_sco,0.054110721429677384,0.4680021439333325,0.6447021073048944
Phocaeicola dorei,0.03528140510152343,0.41275453620804115,0.44004290280452635
Escherichia coli,-0.02455257123509601,0.40443655475621393,0.45813518444239826
Neglecta timonensis,-0.033504001340793746,0.40214776250132395,0.45674134973770447
Barnesiella intestinihominis,0.013655582995535856,0.40138643880626074,0.5112271205228401
cholinesterase inhibitors,0.0020990672239412436,0.35646680743075515,0.525604787701311
GGB3433 SGB4573,-1.4609621787079209e-05,0.33224393265791413,0.36799325670081656
PPI,-0.022056893537865333,0.27087012948780076,0.3047438894281225
Faecalibacterium prausnitzii,-0.005443696080839549,0.26451025174118226,0.29309459206553806
Catabacter hongkongensis,-0.0009489227322448551,0.2264385336162093,0.3012274673879442
Blautia faecis,-0.03666255818231803,0.22214031688553365,0.24153792030849763
Bacteroides fragilis,-0.007524201023415763,0.19188059466830598,0.21973973448349454
clinical_frailty_scale,-0.022142443160768032,0.18651569851867028,0.2251303139352616
Thyroid replacement hormones,0.01407506101975162,0.17224816488250155,0.24124586875873003
Longibaculum muris,0.016747373294856798,0.1549855123885427,0.18795668091070072
age_cat,-0.012515313017462629,0.1392152819653904,0.20360510986229
Sellimonas intestinalis,-0.012355707453809305,0.1357232930653273,0.18233866279711156
Bacteroides stercoris,-0.011452162967698654,0.12319757768701137,0.14997219820928645
Eubacterium rectale,0.010667234635054602,0.11817889032992589,0.1371911342275109
polypharm5,0.009977973167118181,0.09828084504652661,0.12790128745601512
Bacteroides uniformis,0.007241779888909952,0.09093182778069701,0.1070244394019715
hopsn,-0.004325377696532769,0.08359919088199012,0.10960441943237637
Firmicutes bacterium AF16 15,0.00029493946488556454,0.08104031717256657,0.12489523277910351
NSAIDs,-0.0004181343732619953,0.07383959725968714,0.09901605028130932
Streptococcus salivarius,-0.0029208391494308632,0.07047177994033425,0.09491648476625718
Antidepressants,-0.01664932995455954,0.06769911996644205,0.08432908623408222
Ruminococcus SGB4421,-0.01421349136852447,0.06733354630954089,0.11484304995852927
Alistipes indistinctus,-0.005529918247467553,0.06545611994863178,0.07722949346468384
Phocaeicola vulgatus,-0.0016230665540096563,0.06467838113741742,0.10005431510985364
Ruminococcus torques,0.0005345768314517373,0.06353731732985012,0.08223801962699806
Diuretics,-0.004786088000612793,0.06241070583353123,0.10648751683337475
Roseburia hominis,-0.009862120317793979,0.06091365454652229,0.06965960460998347
Bifidobacterium adolescentis,0.0014000656941679593,0.05925962851686731,0.08498546290369986
Klebsiella pneumoniae,-0.015376188769141635,0.058945205702006044,0.12913450677099414
GGB3005 SGB3996,-0.004540077189712252,0.05756764954205397,0.06670001446395067
Bacteroides cellulosilyticus,0.003741932537262508,0.05450344548991275,0.07842339900766408
Methanobrevibacter smithii,0.001489988517865657,0.04776717274180894,0.09258338486866062
Alistipes onderdonkii,0.0036237927149030454,0.04375961406553887,0.05061222425758065
Dopamine Promoters,-0.0034926216628901243,0.04233984474470704,0.07417388542582402
Dysosmobacter welbionis,0.0065689868621808594,0.04129445589393003,0.05695164215897044
GGB9694 SGB15204,0.0012603857070129676,0.04083686746995908,0.07533863077945127
Anaeromassilibacillus sp An250,0.0009475179263838733,0.03885453809806727,0.06355870122670514
Tyzzerella nexilis,-0.0021029602039983396,0.03478428186931567,0.047348903773602714
Bacteroides caccae,-0.006148505773138112,0.03239394010340785,0.05959197653947085
Massilistercora timonensis,-0.0013356671830109272,0.0311808190532769,0.0619027447540502
Longicatena caecimuris,-0.0008141305615587729,0.03023197807823637,0.03714358874248223
Megasphaera massiliensis,-0.003087673935314413,0.030000475380125437,0.06108354408447379
Parabacteroides merdae,-0.001190667925149233,0.029929817247352577,0.054987388254579106
HTN,0.0005824398736870894,0.02950130754805114,0.03189409998304836
Clostridium leptum,-0.0003986236575024535,0.02797901620281755,0.048241036452152705
Blautia wexlerae,-0.0014628374569651873,0.024340862129438895,0.04020672979739765
Gemmiger formicilis,0.0005621071684147003,0.023554728908374675,0.04647644321358811
Calcium-channel blockers,0.0013439211743069388,0.023496074517565347,0.028793691735111045
Non-dihydropyridine calcium-channel blockers,0.002784889983714702,0.020792185451609383,0.02371108323451446
Clostridiaceae bacterium,-0.0038868899329343397,0.020702039783111324,0.02305757817871432
Nerve pain medication and antidepressants,-0.0017740833316637378,0.020197989511689413,0.04413261444080153
Roseburia sp AF02 12,0.0002771947342730934,0.020040430112987423,0.0379395986357952
male,-0.002578875560266702,0.018107731955040205,0.031531485078064796
Alistipes ihumii,0.0006315744835026002,0.017135544011377114,0.050546953508469314
Bifidobacterium bifidum,-0.001289943831516856,0.01534399106210119,0.024285101693758658
Ruminococcus gnavus,-0.00016570991668197446,0.012452262546372739,0.0151171678908332
Akkermansia muciniphila,0.0007704262205723005,0.011318476813471253,0.016913361531535852
Catenibacterium sp AM22 15,0.0028720512137471697,0.010565831065177937,0.02339731284220907
