Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
clinical_frailty_scale,-0.05946284487544289,0.6521877858172507,0.7630516384037038
GABA Analogs,-0.02724809686356088,0.4161139716437739,0.5391652018642876
Neglecta timonensis,0.03028882118339649,0.3392956306446318,0.4212041509622168
PPI,0.05538648342008907,0.29495306085303863,0.3062491541352122
Phocaeicola dorei,-0.0149333998760474,0.28170416202160314,0.296598920852365
Clostridia unclassified SGB4121,-0.030234605724846528,0.27250362323033095,0.2808019159699958
cholinesterase inhibitors,-0.0300212262475657,0.25833188656194533,0.3393824062909374
Barnesiella intestinihominis,-0.00022121721477635925,0.24413112985781393,0.314963176145058
malnutrition_indicator_sco,-0.006682441796971232,0.22286432212363055,0.24455650658996111
Faecalimonas umbilicata,-0.007649336692121649,0.18354157192121565,0.2452857293688775
Eubacterium rectale,-0.0002212519786668039,0.18030118826347516,0.19887609071705778
Faecalibacterium prausnitzii,-0.009336768424936005,0.17947178812252185,0.20624093254716888
Bacteroides uniformis,0.0015286085066643195,0.16620613539861898,0.19042220856599334
Catabacter hongkongensis,0.01843485396506421,0.16569645514253709,0.24199269561380699
Ruminococcus torques,-0.005897394351687212,0.15789394433219398,0.18956492972148134
hopsn,-0.014779404443164822,0.1576589117329109,0.19144000244006268
Alistipes indistinctus,0.007896121352579093,0.14377541443240402,0.18498799917025002
GGB3433 SGB4573,-0.014215889207830538,0.11949059880769582,0.1254552570758925
Dopamine Promoters,-0.010556408625136491,0.11669364659262507,0.2247829635058299
Seizure Medications,-0.007413244923348835,0.09926714025268409,0.1199722863151088
GGB3005 SGB3996,-0.0067149815168776735,0.09363904697108674,0.10393657607961097
Escherichia coli,0.0019460439200542875,0.09013804061441347,0.10705230766471151
Alistipes onderdonkii,-0.0042472282111833,0.0828085499855124,0.12095267766252606
Sellimonas intestinalis,-0.005614650119308436,0.08266631063316308,0.10844999514362529
Bacteroides xylanisolvens,-0.003754629836660473,0.06646214683340529,0.07514261268977708
Streptococcus parasanguinis,0.0048037991132810105,0.06635779875243195,0.08141365812201118
Klebsiella pneumoniae,-0.008621077093476573,0.059683245815329265,0.09960531188164388
Ruthenibacterium lactatiformans,-0.0006103380608119747,0.05457641795264463,0.06518244332931294
Tyzzerella nexilis,-0.0006703283070546972,0.047620531519557904,0.0675786335824046
Methanobrevibacter smithii,0.0019086639659771512,0.0459782663007351,0.06700742718764569
Negativibacillus massiliensis,-0.0037571251748050394,0.04564408606241283,0.06997633033125535
Longibaculum muris,-0.006179145874526161,0.04525847908335974,0.06976965578353651
Clostridiaceae bacterium,0.0016689961140162897,0.04049892959893348,0.04475601520135453
Anaeromassilibacillus sp An250,-0.004450486515615223,0.03754594179522618,0.06750790545123289
Eubacterium siraeum,-0.00414987875171442,0.03546625182273343,0.040779598426717294
Bacteroides ovatus,-0.0036462351304003397,0.032282438041057765,0.041502359517078896
GGB4566 SGB6305,0.003566866730022782,0.02859331361413437,0.040956750985950544
Statins,0.004942170882339971,0.02794083369604534,0.03465576991568559
Longicatena caecimuris,0.001262324677936316,0.026569858925404685,0.04398764667145411
Parabacteroides merdae,0.00024002394666697012,0.02426251084313904,0.03652397940768851
Blautia wexlerae,-0.007508008692648878,0.02417957619773075,0.03438154090468196
Limosilactobacillus fermentum,0.0035904121546958983,0.02262739238438589,0.03520325690273481
Blautia caecimuris,0.00034786092600924267,0.022046936840324244,0.03396009411010897
Alistipes putredinis,-0.0004919594147718164,0.0210119064659217,0.022545195582523228
Atypical Antipsychotics,-0.00042123272394801266,0.020429697235154507,0.03518393735253076
Bacteroides thetaiotaomicron,-0.0005110328688900526,0.0199114528220999,0.03328144367938865
Parasutterella excrementihominis,0.001956178242776623,0.01987189273221141,0.04284958186346293
Megasphaera sp MJR8396C,-0.0016557785683073772,0.018665403363384056,0.03703592908644272
Lachnospira eligens,-0.0027145286229131936,0.017193688691697753,0.029780277255442137
Alistipes finegoldii,-0.0011823353761846707,0.01680144250069923,0.023808049170346582
Peripheral Vascular disease,0.0009792165569515261,0.016474407675690906,0.03544080268078803
Lachnospiraceae bacterium,-0.00038911240353333164,0.016399655720019623,0.02079344328930698
Hungatella hathewayi,0.004298448511478591,0.016119138757163226,0.028133985082326902
Bacteroides eggerthii,0.0007752505051804337,0.015732066106209714,0.029185846532151213
Parabacteroides distasonis,-0.0028398229736646533,0.015033498399370812,0.02222073879688191
Clostridium symbiosum,-0.0005158269985559116,0.014315174117406968,0.017959909645840082
Beta-1 selective agents,-0.0012210098232955028,0.013934658143491022,0.017071667080777383
Diuretics,-0.0014747754000771333,0.01159770851740316,0.022608208762148113
Clostridium sp AT4,-0.000743409496945071,0.011251894414974772,0.016299110155333283
Ruminococcus gnavus,0.0011042216096241826,0.011090760596359068,0.014902817396491373
Enterocloster bolteae,-1.810365866503092e-05,0.009244842358089572,0.013464209117762815
Valproic Acid,-0.0013797546912559353,0.008352811924588106,0.022689842778872635
Clostridiales bacterium 1 7 47FAA,-0.0004029542275709377,0.008319703929599352,0.016647718396332258
Eggerthellaceae unclassified SGB14341,0.0005982920127980246,0.006976049432451736,0.013535666874329527
Blautia hansenii,-0.001080531755385507,0.0064613420548923104,0.012953566526995862
Roseburia faecis,-8.876917167923583e-05,0.005620332587644103,0.006932169474316292
Collinsella aerofaciens,0.0005637219463217449,0.00517546003349522,0.00899552375866608
High Cholesterol,0.00044173706746957375,0.0041625391469594574,0.0053649120799251545
NSAIDs,-0.0005160907585609774,0.003681100971263618,0.0048550322467292425
Ruminococcaceae bacterium,0.0001274989341445108,0.003247373479567071,0.004706221775572989
Akkermansia muciniphila,0.0006515126118555352,0.0030404198297517447,0.004599132289730554
GGB9694 SGB15204,0.0002942019730528935,0.0028843880778654176,0.007258806464296524
Phocea massiliensis,0.0006381992031721028,0.00217846368932899,0.008424706928604246
Rhodobacteraceae unclassified SGB53807,-0.00016482107961510804,0.002168909998828586,0.004013948510556792
Bacteroides intestinalis,6.23322568754569e-05,0.0020347640010667063,0.004800392163190494
Enorma massiliensis,0.0,0.0,0.0
Alistipes inops,0.0,0.0,0.0
GGB9176 SGB14114,0.0,0.0,0.0
Candidatus Avimonas narfia,0.0,0.0,0.0
Clostridia bacterium UC5 1 1D1,0.0,0.0,0.0
