Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
PPI,-0.023894699582709886,0.6478728987763251,0.7122025374640526
clinical_frailty_scale,-0.05385611734279776,0.5455410340089432,0.618670393814885
malnutrition_indicator_sco,-0.03263427617524047,0.490449041129811,0.5276584563133252
age_cat,0.023218467478047025,0.4585088565037966,0.5630090376390804
Neglecta timonensis,-0.06185638603198552,0.4422746777134916,0.5109354513094678
Barnesiella intestinihominis,0.007888442551822325,0.4353405112627471,0.5219489415424401
Blautia wexlerae,0.00846095216235208,0.3483858413985301,0.3683607551555008
Phocaeicola dorei,-0.007696314641882875,0.3440878611785406,0.36846130586831943
Candidatus Cibiobacter qucibialis,-0.0033520288083086487,0.3131300371557459,0.3526926307356309
Ruminococcus torques,-0.026070650310007736,0.22923370014823555,0.2562412131657393
Anaerotruncus massiliensis,0.00023181393423359412,0.22555964703859402,0.2501998044514751
Clostridia unclassified SGB4121,-0.021429249262437233,0.22404515799104963,0.2303298078565625
Cloacibacillus evryensis,-0.015266354940831667,0.217237429539523,0.3087024022348198
Parabacteroides merdae,-0.009403101720231311,0.21246826486729628,0.2784619623239809
Roseburia faecis,-0.0007154439450119504,0.20903272578195609,0.24135724079371987
Bacteroides ovatus,-0.0011097576733558865,0.2004786313637609,0.21790767033291222
Seizure Medications,0.016455784463717968,0.1910360461333956,0.25943597390685197
GGB3005 SGB3996,-0.01960803218846842,0.18841357113523105,0.21486091705206897
Eisenbergiella massiliensis,-0.011383335551307086,0.18700325884615945,0.2154508126234125
Thyroid replacement hormones,-0.007304718934765652,0.17896727080577093,0.24373096443525233
Bacteroides uniformis,-0.006658967962082963,0.16126545667956244,0.2066151662606819
Beta blockers,-0.0025025182643965615,0.15160142641905092,0.15898240620291978
Clostridium sp AT4,0.010460509929896137,0.1490755481728082,0.23443894407522586
Negativibacillus massiliensis,0.01301189206743373,0.1355953185953531,0.1736117572948249
Ruminococcus bicirculans,0.01093337679142882,0.1302509649957513,0.15037554309183965
Clostridiaceae bacterium,0.005764785317643985,0.12817912737748788,0.13933812193967143
cholinesterase inhibitors,-0.00629077920652624,0.12127152108632393,0.21210106914301155
Clostridia bacterium,0.008375609924532328,0.11650620282580704,0.14551012029561441
Antidepressants,-0.005381363387625186,0.11252472322036124,0.16029834357892883
Bilophila wadsworthia,-0.004591112112881799,0.10960625515503414,0.14922032776405345
Blautia producta,0.001737805069978117,0.0994825933354949,0.15219579961151564
Eubacterium rectale,-0.0009208213129351168,0.08508964444841105,0.08722160227243261
Ruminococcus gnavus,0.00249758640950126,0.08302972960871675,0.10923519749259139
Firmicutes bacterium AF16 15,0.0003702069626700434,0.06455139828305079,0.0850195825638374
Calcium-channel blockers,0.0023586804251516913,0.06444092935131439,0.06633657493367867
GABA Analogs,0.0059245902858674135,0.0615598393004808,0.09241403473147493
Phocaeicola vulgatus,-0.008671363762001541,0.06057067212111679,0.09193267546587836
Catabacter hongkongensis,-0.003921865263292888,0.05438834449216235,0.07718245299103946
Beta-1 selective agents,-0.003122966689688574,0.05341553751259095,0.05454507650852792
Ruminococcaceae bacterium,0.003850808855025999,0.05255568207752338,0.055734791799699424
Dopamine Promoters,-0.014497504735744791,0.0460786196138642,0.1029804495404744
Bacteroides fragilis,-0.007572126831829304,0.04525235998248992,0.08437943044275156
Blautia caecimuris,0.0008590128519121712,0.04326808286830784,0.08801545252419564
Clostridium sp AF34 10BH,-0.0009807845989933386,0.0416358132877447,0.05249981400591942
Bariatricus massiliensis,0.0010990313383480192,0.03786838395130488,0.07001422306384476
Bacteroides xylanisolvens,-0.0007772255563102058,0.03481508504986128,0.04616004257004635
Probiotics,-0.001396478539794652,0.032481751910377006,0.05515544145640702
hopsn,0.0018666715776517724,0.031366385937473026,0.044281210800788014
GGB9699 SGB15216,-0.003361783780705845,0.030538817794445273,0.050343515877851484
Ruminococcaceae unclassified SGB15260,-0.0007167473397097505,0.027731021762630245,0.0640246750860377
Phascolarctobacterium faecium,0.0065558064969316885,0.027415190805350664,0.04436634385271269
Faecalicatena fissicatena,-0.00825934983970176,0.026152289606510705,0.05355291745623643
Clostridia unclassified SGB4367,-0.000991656777839508,0.025525980022165017,0.048063802162567545
Lacrimispora celerecrescens,-0.008143084349989461,0.02376769765351541,0.04270354240387542
Klebsiella pneumoniae,-0.0029202672989378014,0.02352081343486547,0.03707703805732048
Enterocloster lavalensis,0.0003276424787397853,0.021427040011622024,0.03938356319963479
GGB9347 SGB14313,0.004611068785250671,0.02107494727167635,0.06395164958618905
Blautia massiliensis,-0.0016110828019783678,0.020110954462002322,0.04025289585442796
Benzodiazepenes,-0.0024932751876692687,0.01676399001010482,0.027125987628806903
Cerebrovascular disease: CVA with mild or no residua or TIA,-0.0010329827579158802,0.016303332601223255,0.03837194920356194
Peripheral Vascular disease,1.963341901559987e-05,0.015368141101357813,0.0311201777124409
Tyzzerella nexilis,-0.0012193443602131241,0.011967098241852192,0.022711848960577676
GGB9712 SGB15244,0.0010613521867461726,0.011204744897662634,0.036121903438461014
Longibaculum muris,0.0,0.0,0.0
Holdemania sp Marseille P2844,0.0,0.0,0.0
male,0.0,0.0,0.0
Roseburia inulinivorans,0.0,0.0,0.0
Rikenellaceae bacterium,0.0,0.0,0.0
GGB9602 SGB15031,0.0,0.0,0.0
Lachnospiraceae bacterium OM04 12BH,0.0,0.0,0.0
Bifidobacterium adolescentis,0.0,0.0,0.0
Lactobacillus gasseri,0.0,0.0,0.0
Limosilactobacillus fermentum,0.0,0.0,0.0
Faecalitalea cylindroides,0.0,0.0,0.0
GGB46116 SGB63877,0.0,0.0,0.0
