Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
malnutrition_indicator_sco,-0.02216441741648075,0.4258299299747843,0.4831608065658235
Neglecta timonensis,-0.0035830865058209017,0.31422495108777015,0.3852049204535699
Phocaeicola dorei,-0.0020065287758465195,0.30082123913540537,0.3086696169592573
polypharm5,-0.00809539635007631,0.2658495577757655,0.32098054787238656
Probiotics,-0.013543622854583257,0.24089075422365683,0.3414432787494415
GGB9694 SGB15201,-0.035892914104437054,0.22954047629609686,0.28640184305938915
GABA Analogs,-0.030388467190421622,0.2287604723943295,0.3402374635792397
Faecalibacterium prausnitzii,-0.005442544723753195,0.2112037032451248,0.23146905687054764
Bilophila wadsworthia,-0.028236549902892066,0.19762570799120577,0.2087864058734297
Roseburia faecis,0.006997939607750008,0.17100397337007728,0.20099974060114653
Clostridia unclassified SGB4121,-0.0018353913828330363,0.12273229126695324,0.13170513363183875
Dialister invisus,-0.00032098024408140315,0.08818977471031172,0.10659311016650672
Faecalimonas umbilicata,0.004470249324063354,0.0848168997444821,0.09791355910222921
Alistipes indistinctus,-0.005622969775283628,0.08215660142319767,0.09860939106447993
Cloacibacillus evryensis,-0.006759667143356534,0.07822905133797758,0.11831490977775685
Atypical Antipsychotics,-0.011188057961042427,0.07000676492486954,0.10588453338543019
Streptococcus parasanguinis,-0.005521860320259596,0.06840086740949612,0.08918201372768929
Blautia caecimuris,-0.001404729353510281,0.06695396060339555,0.10990796564859093
Mediterraneibacter glycyrrhizinilyticus,0.011663685639385017,0.06044989080970707,0.09879499347638461
PPI,-0.0013031176898690067,0.05673774443743829,0.07105121514423912
Sellimonas intestinalis,0.0090220954110615,0.052029805604776415,0.06873184759789423
age_cat,0.0023057994920729634,0.04404147928080334,0.062183433462270656
GGB9574 SGB14987,-0.009494033075795938,0.04400018333963477,0.07175213715484953
Megasphaera sp MJR8396C,-0.01210325364679608,0.04361112389965601,0.07607002519537036
Anticoagulation,0.000254170276861531,0.042983938908648954,0.059182872688560796
Phocaeicola vulgatus,-0.0068561467003223665,0.039337543327927056,0.0700057468624881
Ruthenibacterium lactatiformans,-0.00020085730616865928,0.03863265404296831,0.04598853080697607
Klebsiella pneumoniae,0.004427172161661827,0.03815427493812009,0.061353662214086516
Negativibacillus massiliensis,-0.004506944425823556,0.03481507066616113,0.06268894858812625
GGB4566 SGB6305,-0.00452450551061837,0.03456085267792314,0.06730447922471972
Clostridium sp AF34 10BH,0.0028973861870525246,0.03241756896128536,0.039435992593289095
GGB9694 SGB15204,0.004255628287060998,0.03235724555801845,0.07565834421016805
Ruminococcus torques,0.003641604216815526,0.032283850600019315,0.05554859933403281
Methanobrevibacter smithii,0.00016990653169918367,0.032232165963519854,0.05308545247282384
Diuretics,-0.001040150224546752,0.030159579546244722,0.05063320165844418
Escherichia coli,0.0008914999505274067,0.02892072519533772,0.04693685314837246
Eisenbergiella massiliensis,-0.00253584682648955,0.027838658750950068,0.043213611473683994
Tyzzerella nexilis,-0.004027308906324607,0.026893742881534406,0.05055696266483035
Bacteroides ovatus,-6.306586454214403e-05,0.025842305938001315,0.04303447033789584
Blautia producta,-0.0019402399814633818,0.024808636183950593,0.04037950413665535
Enterocloster bolteae,-0.007645775502122364,0.023820015205010706,0.05156418387615752
NSAIDs,-0.0020663282503989677,0.021704896629714848,0.03802190769822519
Cerebrovascular disease: CVA with mild or no residua or TIA,0.002937399329009576,0.021541339479471452,0.039432806537302204
GGB3005 SGB3996,-0.004149043219556567,0.019470228564479056,0.02760932736539513
Dopamine Promoters,-0.0035784903621062453,0.018371807758461624,0.04243583977575144
Clostridium sp AF36 4,-0.0034936275998176634,0.01694046859606365,0.034509058194707176
Clostridia bacterium,-0.0006839009738057716,0.016684478523540724,0.02930318709608038
cholinesterase inhibitors,0.0031726186617069742,0.01571414805248316,0.03810910371094372
Clostridiales bacterium 1 7 47FAA,0.007959572485963677,0.014272511993988978,0.04670717994774906
Parabacteroides distasonis,0.0001305071098252776,0.013035050129348575,0.020130212642928698
GGB9557 SGB14966,0.0013274501074367205,0.012297559909653413,0.026024400692285156
COPD,0.001347675463608043,0.011157164480267793,0.019502942110121994
Evtepia gabavorous,0.0011451534729851145,0.010931965898691626,0.028362562094215442
Alistipes putredinis,0.0003020100664993952,0.01043206342276618,0.022854934510182598
Bacteroides fragilis,-0.00014356621779686323,0.00920459358406463,0.014610582378548165
Lachnospiraceae bacterium WCA3 601 WT 6H,0.0008347484641823919,0.008639367735090345,0.018531769545747798
Paraprevotella clara,3.391426783978945e-05,0.007438017629541098,0.024282907397921744
Bacteroides uniformis,-0.002613152488681278,0.00741128156692837,0.027914464649509935
Statins,0.0,0.0,0.0
Ruminococcus SGB4421,0.0,0.0,0.0
Beta-1 selective agents,0.0,0.0,0.0
Longicatena caecimuris,0.0,0.0,0.0
Massilimicrobiota sp An134,0.0,0.0,0.0
Ruminococcus sp NSJ 71,0.0,0.0,0.0
Ruminococcaceae bacterium,0.0,0.0,0.0
Ruminococcaceae unclassified SGB15260,0.0,0.0,0.0
Clostridiales bacterium,0.0,0.0,0.0
Clostridia unclassified SGB4367,0.0,0.0,0.0
Rikenellaceae bacterium,0.0,0.0,0.0
Valproic Acid,0.0,0.0,0.0
Anti-inflammatory,0.0,0.0,0.0
Anaerotruncus massiliensis,0.0,0.0,0.0
Eggerthella lenta,0.0,0.0,0.0
Catabacter hongkongensis,0.0,0.0,0.0
High Cholesterol,0.0,0.0,0.0
Clostridia bacterium UC5 1 1E11,0.0,0.0,0.0
male,0.0,0.0,0.0
