Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
PPI,-0.05460222941396605,0.6350322081364197,0.6866185345932406
clinical_frailty_scale,0.01945961213585326,0.565515242569163,0.6457284393828165
Neglecta timonensis,0.042238794897197784,0.5541857402548944,0.7058217487491341
Barnesiella intestinihominis,-0.0018675280314271112,0.31744138045496667,0.4186902674563952
Cloacibacillus evryensis,-0.004852613142405856,0.26430466991199897,0.4144212487912752
Phascolarctobacterium faecium,-0.0034195867807379804,0.24408263169036531,0.30483460083394026
malnutrition_indicator_sco,-0.002444113175963514,0.23523404648522875,0.25512239957001415
Bacteroides xylanisolvens,0.012262320419016539,0.21009637079056925,0.2555749105593757
cholinesterase inhibitors,-0.009629640415258905,0.2082296205265634,0.31135200515748246
Alistipes indistinctus,0.005469760532746929,0.19911643745485252,0.2522371706877768
SSRIs,-0.009419111059384935,0.15873208784327592,0.16933181415683024
Faecalibacterium prausnitzii,-0.010698534477784112,0.15646792714042473,0.16774334780090958
Blautia producta,-0.007425489533280728,0.15415052943256316,0.23379194459542343
GGB3433 SGB4573,0.0012889229401619358,0.1396736659042062,0.15039893685764202
Seizure Medications,-0.002808389464950754,0.12660231599811947,0.16380395795981248
Roseburia faecis,0.0073201959018977455,0.12282672297816151,0.16287504961290025
Enterocloster lavalensis,0.008773710828485975,0.11873031990626731,0.1731555096870998
Thyroid replacement hormones,-0.019787493719351998,0.11829492243626478,0.16485866925694742
Phocaeicola vulgatus,-0.012717865490386135,0.10053902752473914,0.14585497928760294
GABA Analogs,0.0013725964916523467,0.09738140662801387,0.16212759010629718
Longicatena caecimuris,-0.0025247970919228674,0.08789227345233891,0.11347577404560605
Phocaeicola dorei,0.01160272670141699,0.08564148699514113,0.10021753125699656
GGB3746 SGB5089,-9.097398974325985e-05,0.08398801834514696,0.1305157351721337
Anaerobutyricum hallii,-0.01198679354312678,0.07928379818704348,0.09949800696491948
Bilophila wadsworthia,0.001177267565380834,0.07877318264259793,0.10387866807161764
Faecalimonas umbilicata,-0.007680776484154795,0.0773790365284256,0.09947101972782355
hopsn,-0.0016855523993532069,0.06524347786261023,0.0839388619626851
Lachnospiraceae bacterium,0.0032114307051413185,0.06326222612314764,0.07864765384771996
Akkermansia muciniphila,-0.008991579722716981,0.06274303750101609,0.08110947841998617
Clostridia bacterium,0.0046769020270066375,0.061616489260357184,0.06717983605052777
Beta blockers,-0.005374237664147793,0.05939654770949151,0.0683459504549854
Escherichia coli,0.0006979672712797069,0.056803328339121745,0.06724148033252661
Evtepia gabavorous,0.0038924875087754046,0.05551737130025916,0.06421241745567786
Blautia wexlerae,-0.004304921867741468,0.05529961413117607,0.1059498359313388
Loop diuretics,-0.004331901626628034,0.05359749773955078,0.08706420563928532
Ruthenibacterium lactatiformans,0.0009127045801629165,0.052563177191604145,0.07484680150452103
Bacteroides caccae,0.004284212274840499,0.05124440425650709,0.08139057933451962
Sellimonas intestinalis,-3.5697756728444264e-05,0.04898761280092497,0.06910167756685914
Eggerthella lenta,0.002570552273228604,0.04767147338918532,0.07397461541577892
Roseburia sp AF02 12,-0.0005465667027668398,0.047185076798722345,0.07770848001340482
Bacteroides uniformis,0.0012795882691365795,0.04495964049803184,0.04997556752090066
Parabacteroides distasonis,-0.0032397924486428976,0.044379129787550764,0.06192383470242247
Eubacterium rectale,0.006147036076304439,0.04157939343932143,0.04331156089404593
Bacteroides ovatus,-0.0006497596386463938,0.03802170046634851,0.057268961522612884
Cerebrovascular disease: CVA with mild or no residua or TIA,-0.0014791871128099277,0.03759710535034162,0.07131410793349721
Candidatus Cibiobacter qucibialis,0.00014791542601092376,0.036751431111001466,0.05294703403105306
Blautia hydrogenotrophica,0.0002006658363300711,0.03012300456002112,0.03857337145737053
Methanobrevibacter smithii,-0.0024897642636975918,0.02813856145997795,0.029467015398313517
Probiotics,0.002086140298473819,0.02738810438284302,0.04154652931807607
Beta-1 selective agents,-0.005430249025028553,0.02604453054735376,0.034780492999882465
Eubacterium siraeum,0.0016422014796097153,0.02585444398723411,0.04383005318483383
Ruminococcus bicirculans,-0.0037411334106431525,0.025040257714328867,0.037281054495372334
day,3.595863101609656e-06,0.02480956216925286,0.035363901254935715
Klebsiella pneumoniae,-0.000380763754970303,0.02411970623429363,0.04014597619165591
Eggerthellaceae unclassified SGB14341,-0.00279946492329069,0.023833752628220996,0.048042723539790215
Clostridium symbiosum,-0.0029557904540245773,0.022035532629792683,0.028669592688552722
Collinsella aerofaciens,0.002201269002393832,0.021426120079660448,0.04568859004381845
Clostridiaceae bacterium,0.0024284300162082184,0.021375901762737445,0.03416543010003961
polypharm5,0.001245886557160374,0.019892409625667268,0.023758269441689975
Bifidobacterium longum,0.00018446000906048718,0.018624839768290477,0.022759740161673397
Dialister invisus,0.0008394033835080263,0.018204367927041856,0.02491933848151154
age_cat,0.00137595409568236,0.016194617319889214,0.028789472453634623
Statins,-0.0009615396093799777,0.015770735081982828,0.023146718201910308
Clostridiales bacterium Choco116,0.0013138640320217883,0.013750926569490072,0.032919714478472965
Ruminococcus gnavus,0.0011014376438976013,0.008680572338565532,0.0176861753312819
Longibaculum muris,-0.0002821711979183062,0.0056366519141660435,0.012869517325029733
Calcium-channel blockers,-0.0008720667859951257,0.0049369808036993585,0.007835401465981183
Eisenbergiella massiliensis,0.002538204235711181,0.004093119754378072,0.023404015269121337
Bacteroides stercoris,0.0,0.0,0.0
Flavonifractor plautii,0.0,0.0,0.0
Bacteroides intestinalis,0.0,0.0,0.0
Parabacteroides gordonii,0.0,0.0,0.0
male,0.0,0.0,0.0
Clostridium scindens,0.0,0.0,0.0
Bacteroides cellulosilyticus,0.0,0.0,0.0
High Cholesterol,0.0,0.0,0.0
Ruminococcus lactaris,0.0,0.0,0.0
Lawsonibacter sp NSJ 51,0.0,0.0,0.0
Clostridium leptum,0.0,0.0,0.0
Clostridium phoceensis,0.0,0.0,0.0
GGB3463 SGB4621,0.0,0.0,0.0
GGB9627 SGB15081,0.0,0.0,0.0
Lactobacillus crispatus,0.0,0.0,0.0
