Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
PPI,-0.04386574430636662,0.6386702295707528,0.7238856560899357
malnutrition_indicator_sco,-0.06618452633942244,0.531422018170187,0.6523871559639776
Neglecta timonensis,-0.04213937075045178,0.3624853801469015,0.42275944227925394
clinical_frailty_scale,-0.038164541254094284,0.177353633833226,0.19164012564930585
Lachnospiraceae unclassified SGB66069,-0.004126998104873399,0.14783540926521707,0.20632086489850782
Clostridia bacterium,-0.0006757389068199094,0.13097038697913393,0.14000621601742783
Phocaeicola dorei,-0.009563900664477586,0.12036958631286904,0.12570796961031686
Blautia caecimuris,-0.0027684560876570603,0.10771311689204326,0.1760081942741797
Bilophila wadsworthia,-0.014686165857237102,0.10595881348721273,0.12204559494507654
male,-0.026459367600839973,0.09201159158692687,0.19917784076465753
GGB3433 SGB4573,0.00390256771081409,0.0741356761142784,0.0819353982747737
Alistipes indistinctus,-0.003900699573731441,0.07092083232237265,0.08709636471619557
cholinesterase inhibitors,0.0034490876670118104,0.06719392119661377,0.11445638116477176
Escherichia coli,-0.006611731431858484,0.057245218242742445,0.0712854564145424
Beta-1 selective agents,-0.0049479834652007715,0.04363332263912371,0.052252716789745426
SSRIs,-0.0020476609375147405,0.0411784936714911,0.05116862725716608
Alistipes onderdonkii,-0.008801869947549895,0.039487470484288245,0.053509574248906254
Statins,-0.004175258650076253,0.03892973251770751,0.061832165738956786
Bacteroides fragilis,-0.0031700445038569717,0.03849229048397903,0.06785672876008256
Blautia producta,-0.0010321625258571444,0.03639782490670793,0.052544953257663014
Catabacter hongkongensis,-0.008370204310586282,0.033385953636922955,0.05077824503520586
GGB3005 SGB3996,0.0010788935606635007,0.032916158105069815,0.047172603147583335
Bacteroides uniformis,-0.0008081453370991647,0.031171549715899482,0.055056395467007
Clostridium sp AF34 10BH,-0.009343736445126984,0.030883966598934033,0.047859547185881084
Alistipes shahii,-0.001579289509979792,0.027437618584191633,0.03507850379336675
Massilimicrobiota sp An134,-0.004502625946793002,0.027282106393818218,0.05262555722370243
High Cholesterol,-0.0017656378102914752,0.0265034785157055,0.03411078364713863
Phascolarctobacterium faecium,-0.0002963019895923242,0.026095366522727568,0.04475698366706734
Ruminococcus bicirculans,-0.002973208069267089,0.02586017199723384,0.03537717225411896
Clostridiales bacterium,-0.0038625972518740877,0.024604215243354745,0.05432767019788393
GGB9361 SGB14336,0.004040248186955625,0.023482975094297583,0.049619129599108615
Klebsiella pneumoniae,-0.002634177192352541,0.023439186185944948,0.04609414701722026
Bacteroides caccae,0.0022422988478873933,0.022952286494505973,0.04390282297803769
Bacteroides xylanisolvens,-0.005963372966895513,0.021593994920308113,0.03190055056950376
Lachnospiraceae bacterium,0.0011548225990814225,0.021524173455302015,0.030434065058088308
Phocaeicola vulgatus,0.002304380171058718,0.019301487296502055,0.03381641214546872
Clostridium leptum,-0.0006708025086180248,0.018251609041305048,0.027163381612931477
Seizure Medications,-0.0004752643708168516,0.017977737597688007,0.029401655373564237
Dopamine Promoters,-0.0015935899565617266,0.01750125169436369,0.03410546197933302
Acidaminococcus intestini,-0.0013323024142706794,0.017248132285452578,0.0475845547065553
Non-dihydropyridine calcium-channel blockers,-0.0025428053182224835,0.016426612686279225,0.027988016482236186
Vasodilators,-0.0012984776433535624,0.015308354530436547,0.05360324891745908
Intestinimonas butyriciproducens,-0.0021082005244066077,0.014265592394237822,0.025877016429577307
Bacteroides ovatus,-0.0009537462410769715,0.01289817309180319,0.024379194213566886
Alistipes putredinis,-0.0004879656122896324,0.011251658924905825,0.01666205775395621
Massilistercora timonensis,0.0022786406705935665,0.011199096277926502,0.026435116053252845
Sellimonas intestinalis,-0.0007422945295395542,0.010641232516775404,0.0173202399946695
