Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
malnutrition_indicator_sco,-0.003122172728180664,0.6770363538357022,0.7041888818261999
clinical_frailty_scale,0.015286536781895253,0.4946623643287279,0.5577708109639189
GGB3005 SGB3996,-0.04854927004008446,0.3969705147181838,0.4177359634592654
PPI,-0.024088528960283028,0.366980025601506,0.42328039549086777
Ruminococcus torques,0.014105066959097792,0.3064698668151996,0.33552922806632823
Seizure Medications,-0.009222218221650813,0.2853665970546049,0.3601159581660267
Phocaeicola dorei,0.005164913061676152,0.27427233976025095,0.2933947553635245
Bilophila wadsworthia,0.022707975606713025,0.26170861563370224,0.32918575654320326
GABA Analogs,-0.0018189038774038438,0.2578292900396958,0.3985599661273966
Roseburia faecis,-0.012554964318651565,0.2444043684887548,0.2672237049146492
Alistipes indistinctus,-0.026096621057498045,0.24016833313611105,0.28086476028836105
Clostridia unclassified SGB4121,0.0018071494194903121,0.22574335341337845,0.23893232581525814
Blautia massiliensis,-0.01045584520902726,0.2125220745412507,0.2444809833359736
Bacteroides ovatus,-0.0032547604908797242,0.20167857887907145,0.22401023516309
Clostridium sp AT4,-0.0186468013477382,0.19447551664302987,0.25191723516233483
Parabacteroides distasonis,-0.025803033949724715,0.18654727401088073,0.24107672358203275
Blautia producta,-0.013056072755500627,0.17171004255856334,0.2741409175162688
Escherichia coli,-0.022689737032171527,0.15482819167779205,0.1989316511596645
Faecalibacterium prausnitzii,-0.01900162957168581,0.14651979146407373,0.16594016707050369
Blautia caecimuris,-0.008215464214531036,0.13977496614475354,0.15392379317484714
Tyzzerella nexilis,-0.002891667129055328,0.13671708273013686,0.17120760757771508
Sellimonas intestinalis,0.005451390411280378,0.13266313397054438,0.16324904004630947
Catabacter hongkongensis,-0.024812776935581513,0.13178296704167472,0.18043748228633516
Bacteroides cellulosilyticus,-0.009755677208147209,0.10571731089854026,0.17212477475433755
Negativibacillus massiliensis,0.0028186691217596043,0.1024792774079784,0.13936277244090226
GGB4566 SGB6305,-0.003706077036098092,0.0997346957235395,0.14313628919333107
Alistipes putredinis,-0.0012144623123077763,0.09448537390427635,0.10864994455560256
cholinesterase inhibitors,0.025128110499840376,0.09284251125497978,0.19899348269477263
Blautia wexlerae,-0.0004325635146490864,0.09242440429669398,0.0936296211182313
Bifidobacterium adolescentis,0.0006362272252796395,0.08530026665208908,0.11850573125326308
day,-0.008045917381591432,0.08093246307365498,0.08441997831783464
Clostridium symbiosum,0.010815035834484076,0.08023041075708552,0.10417556177834807
Evtepia gabavorous,0.002080666345508798,0.07085371700143009,0.08015730320412412
hopsn,-0.003963278597417269,0.06898581808629431,0.08063052918442523
GGB3746 SGB5089,-0.00028508261353060564,0.06392057620173622,0.1072740154524896
Cloacibacillus evryensis,0.003255073202121632,0.057816072339310014,0.10441892142466075
Parasutterella excrementihominis,0.010932442971705644,0.05180956557691724,0.1365715154628892
Collinsella aerofaciens,0.004731751587399072,0.04755399447052343,0.053069416466722134
Clostridium sp AF34 10BH,-0.010387152930257984,0.047498737022217775,0.08744889637503882
GGB9694 SGB15204,-0.007367900666556722,0.04416064488359634,0.055495239133135546
Barnesiella intestinihominis,0.0009592445180574643,0.039875182209041356,0.061426919556504214
Dopamine Promoters,-0.0033031125835099777,0.03293155511628974,0.06694874511880299
Flavonifractor plautii,-0.0008988451008303758,0.029777868340412777,0.04178519001303479
Enterocloster bolteae,-0.004134588288300465,0.02825664126864368,0.060431139459422765
Bacteroides eggerthii,0.0030389565693112373,0.020563548595176853,0.039837451068525584
GGB9602 SGB15031,-6.668264824379124e-05,0.014213662938792464,0.041887562763741386
Clostridia bacterium UC5 1 1E11,0.0,0.0,0.0
Clostridiales bacterium,0.0,0.0,0.0
Acidaminococcus intestini,0.0,0.0,0.0
Dorea phocaeensis,0.0,0.0,0.0
Clostridiales bacterium KLE1615,0.0,0.0,0.0
Bacteroides fragilis,0.0,0.0,0.0
polypharm5,0.0,0.0,0.0
NSAIDs,0.0,0.0,0.0
Statins,0.0,0.0,0.0
Adlercreutzia equolifaciens,0.0,0.0,0.0
Dysosmobacter welbionis,0.0,0.0,0.0
Anaerobutyricum hallii,0.0,0.0,0.0
Intestinimonas butyriciproducens,0.0,0.0,0.0
Benzodiazepenes,0.0,0.0,0.0
ACE Inhibitors,0.0,0.0,0.0
Peripheral Vascular disease,0.0,0.0,0.0
Methanobrevibacter smithii,0.0,0.0,0.0
Ruminococcaceae bacterium D5,0.0,0.0,0.0
Lachnospira pectinoschiza,0.0,0.0,0.0
Ruminococcaceae unclassified SGB15265,0.0,0.0,0.0
Anaerotignum lactatifermentans,0.0,0.0,0.0
abx6mo,0.0,0.0,0.0
Emergencia timonensis,0.0,0.0,0.0
Megasphaera sp MJR8396C,0.0,0.0,0.0
GGB46116 SGB63877,0.0,0.0,0.0
