Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
PPI,-0.07973176078249375,0.7675751099311745,0.8644862444567609
Phocaeicola dorei,-0.015446835755413297,0.5264737984557324,0.5562927807519779
Neglecta timonensis,-0.01116938166676459,0.4987490802493514,0.5962750688349682
malnutrition_indicator_sco,0.019931476435319374,0.4638568260204086,0.5016816610360522
GGB3433 SGB4573,-0.019216823038616562,0.46355906761362564,0.48678393973710077
clinical_frailty_scale,-0.021126614623370454,0.3895498752239045,0.43879322958757677
GABA Analogs,0.002136791915789559,0.2595921553432874,0.3676471406050042
Eubacterium rectale,0.020499173272144507,0.24443958156993983,0.27540139673833447
Bacteroides cellulosilyticus,0.0009869801323499725,0.19726486641184748,0.20809864381249848
Clostridia unclassified SGB4121,-0.026739260068410656,0.1940541586006184,0.19647849006309562
Alistipes indistinctus,-0.00796345299493749,0.1840830020544937,0.22805863756306397
Lachnospiraceae bacterium,0.01068484600136361,0.17209720335447468,0.21038452918718029
Ruminococcus torques,-0.004561761820802886,0.1595681430421466,0.17963931559166743
Ruthenibacterium lactatiformans,0.014931611522457242,0.15353437141020668,0.17456072263978734
Lachnospiraceae unclassified SGB66069,0.021289828378346042,0.13300196299709535,0.1801692550615369
Enterocloster clostridioformis,0.013273026405890677,0.12905092002958896,0.14815908984475232
Calcium-channel blockers,0.004584589976427738,0.11747661689839003,0.13159283590947463
age_cat,-0.015051648602022656,0.11472769169309838,0.1410345724385266
Statins,0.0032988232769148073,0.11346681568456098,0.1372994793272794
GGB3005 SGB3996,0.014590767142267869,0.11209125374622489,0.13454885737197028
Akkermansia muciniphila,-0.0055457368222046315,0.10814748173560564,0.15408675538268057
Cloacibacillus evryensis,-0.005919780605833749,0.09887917879938472,0.14595818640642705
Blautia caecimuris,0.008718482796592176,0.0947045205185067,0.12056698512718043
Phocaeicola vulgatus,-0.009198734053980785,0.09367447279885947,0.12486631886618275
Streptococcus salivarius,-0.007970090393281101,0.09293515806642305,0.11110287248926558
polypharm5,-0.002089002339197896,0.09149613503230815,0.09996818111012935
Ruminococcus gnavus,-0.005865516024623876,0.08898750617549922,0.10690109278149967
Faecalimonas umbilicata,0.006514193450450568,0.07918503916718024,0.11309016052344249
Bacteroides uniformis,-0.00039926804164994525,0.07774480279257563,0.09383361786535592
Eggerthella lenta,-0.007879189637470614,0.07726795141550959,0.08837526746464587
Negativibacillus massiliensis,-0.006409727475767455,0.07630456032270413,0.11110425325099231
Catabacter hongkongensis,0.0007606367647685818,0.07446088342693617,0.10022855108975377
Faecalibacterium prausnitzii,0.0030672728105885275,0.07245041978900905,0.0828155661255763
Sellimonas intestinalis,-0.0010142512981570824,0.07129100172474444,0.08373377169823563
hopsn,0.007051207256256329,0.06901277735844558,0.07932987747666835
Thyroid replacement hormones,-0.007268106400016318,0.05343949385751417,0.0687580551656413
GGB9557 SGB14966,0.007989400160631968,0.04927938103759469,0.10699083999059612
Clostridium sp AF34 10BH,0.0015247305154952487,0.04634079964633794,0.05921690768331236
Bacteroides ovatus,0.00027206991896109147,0.04374323129906713,0.06636813836530671
NSAIDs,0.002320421241021872,0.04373633379708473,0.061636614227257865
Evtepia gabavorous,0.0003741836281949464,0.03860345593936818,0.04648349088666613
GGB4566 SGB6305,-0.00391568614015052,0.03809806116505967,0.05900366260974427
Ruminococcaceae bacterium,-0.005699281637100695,0.036960678961793246,0.04455320903994328
Dialister invisus,0.0018105835229234436,0.03535103471447925,0.04805839448150182
Alistipes shahii,0.003744934158399702,0.03287403116204146,0.04580549547956325
Seizure Medications,-4.8428883776073474e-05,0.028534020793111032,0.04105896226594551
Alistipes putredinis,0.004191024158568098,0.026404212750152353,0.033374134600746286
Akkermansia sp BIOML A40,0.004089360118976684,0.025394982272416954,0.0430336662278757
Intestinimonas butyriciproducens,-0.003435273470623156,0.02392932970441727,0.03156123733904601
Enterocloster bolteae,-0.0021458537860450434,0.023883560741206226,0.031608945883988236
Clostridium innocuum,-0.001725455000920562,0.023749652477475444,0.03447579236060809
Klebsiella pneumoniae,0.0015281961350036594,0.023461062821920717,0.03374083130850926
Bacteroides caccae,-0.00656959278388328,0.020624311429590973,0.03851395578287323
male,-0.0036635081655516984,0.015974905652963396,0.036211942683979155
Alistipes finegoldii,-0.0003128734135962266,0.015963639633616016,0.019213940709812697
Bariatricus massiliensis,-0.0031142362350483933,0.014538397853053626,0.021509492678802263
Alistipes onderdonkii,4.119942538744194e-05,0.012735554521371194,0.016256623604328915
Firmicutes bacterium,-0.0012913030401936572,0.012430628859494969,0.023003712173414993
Loop diuretics,-0.00032701108952490094,0.010065306170805522,0.019447546129344132
Ruminococcaceae unclassified SGB15260,1.517772020734038e-05,0.009647187489788123,0.02043383879762425
Megasphaera sp MJR8396C,-0.000615973798976258,0.00945913644446706,0.02026764206238787
Dysosmobacter welbionis,5.779284542920645e-05,0.008545390748703967,0.011492295902692228
Benzodiazepenes,0.0006237459248692118,0.008337310710218645,0.014476203618169916
Probiotics,-0.001331741452597235,0.006954221502174536,0.011178597197099115
Smoker (Past or Present)),0.001385551548429892,0.006092582898176449,0.020824040796053774
