Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
malnutrition_indicator_sco,-0.004464578673936958,0.6751983201111875,0.7095830449255052
clinical_frailty_scale,-0.01881964076100496,0.6496128822777351,0.7258018753367912
Phocaeicola dorei,-0.028476219394625236,0.5095746616917479,0.5307923600951517
SSRIs,-0.03259429605661598,0.4185705630203056,0.42540317391106497
Blautia caecimuris,0.04758881396089903,0.4108582256126996,0.5286691641836276
Eubacterium rectale,-0.02385047918089838,0.3796915099002598,0.4122824722459001
Clostridia unclassified SGB4121,0.016798997518044055,0.29644807125452827,0.3025401476392946
Bacteroides uniformis,-0.0099980334339369,0.2892557371152238,0.3169072890621043
Blautia faecis,0.0073484728879243,0.2892094090870416,0.29994469345879726
Clostridiaceae bacterium,0.0003007548400180688,0.27793937967910765,0.2951230241246465
PPI,0.011189100743348017,0.274393954564418,0.2956046288504017
Faecalimonas umbilicata,-0.005765227241163447,0.25823827322038273,0.31268707452598754
GGB3005 SGB3996,0.010522579484386367,0.23167577011438673,0.277929393847369
Barnesiella intestinihominis,0.012242397053562339,0.23082873527484724,0.3022061013534401
Bilophila wadsworthia,0.0043074885823106545,0.22605530683064107,0.2513690725624997
Negativibacillus massiliensis,0.011807536042347817,0.22314807822585134,0.2873650722447851
Parabacteroides merdae,0.019981429766192306,0.2022642634001065,0.25859461417243507
Neglecta timonensis,-0.015399162495887747,0.18089140540440435,0.22861171404191646
Alistipes putredinis,0.002074754797849494,0.17131008491577246,0.18406273560838585
Ruminococcus bicirculans,-0.013577997073322252,0.15720917728835526,0.18792203707114793
Phascolarctobacterium faecium,-0.006402011790768418,0.1542319863402884,0.1750021898147528
Roseburia hominis,0.004878605109986195,0.14489041654100793,0.16371473809000286
cholinesterase inhibitors,0.030381511884068183,0.1440091837799475,0.24276700040997143
age_cat,0.002528361535179564,0.14320517816304665,0.19449037861833193
Probiotics,0.00027796370065991984,0.12622651361017703,0.17226300966866862
Roseburia faecis,-0.00195976720482829,0.12033111463297859,0.14236911658459706
Candidatus Cibiobacter qucibialis,-0.009473042934286345,0.11295102530521911,0.1339560589376008
Clostridium leptum,-0.01848441831259565,0.10675773676182448,0.11580024443254393
Odoribacter splanchnicus,-0.007958675800113097,0.10266098386791503,0.12054942344258654
Eggerthellaceae unclassified SGB14341,-0.013854948936586635,0.10086810149631388,0.11460260456565585
Phocaeicola vulgatus,0.0025542887618152424,0.09477331825646923,0.11278760124467002
Alistipes finegoldii,0.0022618607000056707,0.092405914842651,0.11502920223717863
GGB4566 SGB6305,0.008008044811683306,0.09121692252526811,0.116236335466446
Bacteroides thetaiotaomicron,-0.003982814639953902,0.08760995124441522,0.11271230061395049
Diuretics,0.007801599429105926,0.08663343592002608,0.12761039233632357
Alistipes indistinctus,-0.0010600897216629125,0.08398813030456721,0.0968823889464051
Bacteroides caccae,-0.008514884149990097,0.07815468478280752,0.09368046652272498
Beta-1 selective agents,-0.0030716472698322154,0.07253765610316051,0.07878899624332296
Bacteroides fragilis,-0.004223992268824989,0.07116663369084046,0.0817655169209097
Longicatena caecimuris,0.00963617523642029,0.06638995211051112,0.07518592101943064
Bacteroides stercoris,-0.007484630554192793,0.06448695463960936,0.09157266637283885
Seizure Medications,0.000355763419277295,0.06423391888639797,0.07931937633823585
day,0.001504704292472529,0.06414856971586239,0.06892244454648333
Blautia massiliensis,0.0029053694035986906,0.06059720827749371,0.0681208589442342
Alistipes communis,-0.010152618715870185,0.056659924392769935,0.06854120580663527
Ruminococcaceae bacterium,0.002030670701352742,0.05576451631476579,0.06606265537201911
Blautia wexlerae,-0.0003798463952060351,0.05485578570538856,0.06852523101800644
Klebsiella pneumoniae,0.010044656658244775,0.04628780344907342,0.0642176549417948
Dopamine Promoters,-0.0024228092184637074,0.043737660203757994,0.08225161915427791
Antidepressants,0.0010241207318356222,0.04250230223577446,0.06809832171215986
HTN,-0.002139930103208015,0.04043133603485534,0.04482738802183731
GGB9557 SGB14966,-0.002889305093523231,0.036651747999833784,0.07123990189366933
High Cholesterol,-0.002795947094597082,0.03108315845717601,0.0328484115374221
Cerebrovascular disease: CVA with mild or no residua or TIA,-0.0027067844612015863,0.027995371736578033,0.051799527602676206
Intestinimonas butyriciproducens,-0.0007337096002904356,0.024564397762251333,0.03598601952332954
Ruminococcus bromii,0.0023335969171313416,0.014137924652107184,0.01900046833863884
male,0.00028839838961179973,0.01080458241002835,0.020421541993430093
GABA Analogs,0.00046345506363358667,0.007923160757692073,0.013847734552719431
GGB9602 SGB15031,0.0017185289267595781,0.007343139434918695,0.02500367262115881
Benzodiazepenes,-0.0004978755898209235,0.004598282587662084,0.009533348219536112
Clostridiales bacterium 1 7 47FAA,0.0,0.0,0.0
Clostridia bacterium UC5 1 1E11,0.0,0.0,0.0
GGB9581 SGB14999,0.0,0.0,0.0
GGB3293 SGB4348,0.0,0.0,0.0
Parasutterella excrementihominis,0.0,0.0,0.0
Valproic Acid,0.0,0.0,0.0
GGB9633 SGB15090,0.0,0.0,0.0
Lachnospira pectinoschiza,0.0,0.0,0.0
Acidaminococcus intestini,0.0,0.0,0.0
Emergencia timonensis,0.0,0.0,0.0
Streptococcus lutetiensis,0.0,0.0,0.0
