Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
malnutrition_indicator_sco,0.03909824323034493,1.130704789965068,1.225951057513331
Neglecta timonensis,0.07515983000237497,0.8304066148219714,0.964052799135474
PPI,-0.018622201144074407,0.7906613728750307,0.9553913430756693
Barnesiella intestinihominis,-0.022547114942875535,0.4533468351450262,0.5463502692388644
Blautia wexlerae,0.008395523094596031,0.3808295581292394,0.39847321310211126
Eubacterium rectale,-0.005661653626320158,0.31536088718224786,0.36285927757909786
Eggerthella lenta,0.01612639980971751,0.1873309146526119,0.20988136644809188
Dopamine Promoters,0.007698872454353001,0.15378650241507547,0.2498776565645654
Longicatena caecimuris,0.0011157924811252265,0.15102769821583745,0.20051472674338489
Methanobrevibacter smithii,-0.009060368032361828,0.1420203991307535,0.1602026847123364
Ruminococcus torques,-0.004081758547606119,0.14081999085604763,0.17783449212917304
Bilophila wadsworthia,-0.00010197182062566366,0.13975023861325725,0.17253284405846547
Catabacter hongkongensis,0.0008198536152386224,0.13411318236627656,0.1822835290166994
Clostridia unclassified SGB4121,-0.011930866905161716,0.13399159816356432,0.16328986883252514
Clostridia bacterium,-0.008975748179767,0.1335777362514861,0.16020135519659567
Bacteroides ovatus,0.006421127441522275,0.11725209027656121,0.1300103406451576
Cloacibacillus evryensis,-0.0004623229572804006,0.11654827779210691,0.2028840715356157
Phocaeicola dorei,0.013898470322362695,0.11616287703908432,0.15344214752814084
GABA Analogs,0.009087307746522126,0.11287130827215525,0.21581857652852968
Phocaeicola vulgatus,0.005922122900762288,0.10864789274161978,0.1610339418395212
Clostridium scindens,-0.008841081923033055,0.10470304385559938,0.1179774139260349
Clostridium leptum,0.00031325754231940645,0.10390845063588253,0.12779220905225452
hopsn,-0.006022167456591038,0.09331191336811696,0.12729972680129023
Clostridium sp AF34 10BH,-0.00013298958325043384,0.08483925169851224,0.11627611381118362
Blautia producta,0.0013334258891737596,0.08324633991409446,0.10887157580568506
Ruminococcus bromii,-0.010478299463995621,0.06794718670356285,0.08451626852887027
Ruthenibacterium lactatiformans,-0.00035389714977807703,0.0653797075134089,0.08993915241313655
Bifidobacterium adolescentis,0.007313706048557328,0.06446250057050917,0.07458282566512008
Ruminococcus gnavus,-0.004178884838484867,0.06154610630152666,0.08600795399020135
Anaerostipes hadrus,0.0015692095550445778,0.053495060969104266,0.06282730012025438
Eisenbergiella massiliensis,-0.005247972240177992,0.05203002677402575,0.05420052502702054
Faecalimonas umbilicata,-0.0013250955597011907,0.04659363206905812,0.0736079530595324
Lachnospiraceae unclassified SGB66069,-0.004127231938286846,0.046545516684587666,0.06361936677411624
Clostridium phoceensis,0.0024970289824419035,0.04467472124231868,0.06404914141807101
Beta-1 selective agents,-0.005340865734630286,0.042544536587471815,0.06355649612784062
Escherichia coli,0.00026243479357252624,0.039797426257362115,0.05996253629590986
Bacteroides xylanisolvens,0.0019411492839646685,0.03437692810247986,0.05119254723344194
Anaerobutyricum hallii,0.0038481536788595254,0.03067466265585624,0.05012354642346239
age_cat,-0.0021511487662792188,0.030160208856448104,0.034287194008518644
Ruminococcaceae bacterium,6.0440667737754674e-05,0.03012968606578233,0.049933232511463144
Fusicatenibacter saccharivorans,0.004043275872563832,0.026706095974112276,0.055827838374754614
Parabacteroides merdae,-0.0010700586170722323,0.025760466123366004,0.030466397159385296
High Cholesterol,-0.0022420560049577656,0.025576944093609992,0.039856041772621344
Bacteroides fragilis,0.00045417454770296816,0.02380232693842389,0.03673628528475002
Longibaculum muris,-0.0020320138065383245,0.023732314827477848,0.03882830112152033
Sellimonas intestinalis,0.002217337959087815,0.019722540868271066,0.024672172676696143
Enterocloster lavalensis,-0.0007986739526391302,0.01917965400798849,0.03160554454226213
Anaeromassilibacillus sp An250,0.00038107375510864694,0.016722209311098402,0.030211189801079855
Anaerotruncus massiliensis,0.006187241766442608,0.010118849569151536,0.0317978446993105
Megasphaera sp MJR8396C,-0.00025806880285405925,0.009370687577762037,0.02558280595094737
Faecalibacterium prausnitzii,0.00017710538664594003,0.0035207770859950064,0.006919388007051641
GGB9712 SGB15244,0.0,0.0,0.0
Desulfovibrio fairfieldensis,0.0,0.0,0.0
Massilimicrobiota sp An134,0.0,0.0,0.0
Injectable Insulin Medication,0.0,0.0,0.0
Dorea phocaeensis,0.0,0.0,0.0
Beta blockers,0.0,0.0,0.0
polypharm5,0.0,0.0,0.0
Candidatus Cibiobacter qucibialis,0.0,0.0,0.0
GGB9694 SGB15204,0.0,0.0,0.0
GGB9602 SGB15031,0.0,0.0,0.0
Veillonella parvula,0.0,0.0,0.0
Clostridia unclassified SGB4367,0.0,0.0,0.0
Bacteroides cellulosilyticus,0.0,0.0,0.0
Ruminococcaceae bacterium D5,0.0,0.0,0.0
Frisingicoccus SGB4674,0.0,0.0,0.0
GGB46116 SGB63877,0.0,0.0,0.0
