Feature,Mean_SHAP,Mean_Abs_SHAP,Std_SHAP
malnutrition_indicator_sco,-0.0318891334465604,0.9337077284976053,0.9899986944562248
Neglecta timonensis,-0.03631493599721854,0.533981635240312,0.6059929599860612
PPI,-0.02186664650043301,0.5109858446825555,0.5503609894035585
Phocaeicola dorei,-0.0037725493450839146,0.4335863788403119,0.4535463437686113
clinical_frailty_scale,0.011401338683439247,0.39728932932864164,0.4426341662925952
Faecalibacterium prausnitzii,-0.01594321720366392,0.36499044425149596,0.3923903318409113
GGB3005 SGB3996,-0.0711930370901,0.35240337300119245,0.3624071229221376
Bilophila wadsworthia,0.0009110993034813207,0.26898057613806114,0.3265624217498066
Longicatena caecimuris,-0.006865514826383704,0.25045313218268184,0.32580947711294284
cholinesterase inhibitors,0.03510853764335815,0.22456234807964226,0.3723417795168401
Clostridia unclassified SGB4121,0.023736673912776764,0.2189894573876116,0.2351136122558571
Eubacterium rectale,-0.0017836839132817166,0.2081012000232734,0.2394448347754954
Eggerthellaceae unclassified SGB14341,0.00014732872240309403,0.19829893788808084,0.2381054643071694
Akkermansia muciniphila,0.0038359347213119655,0.1935700364173689,0.266112661752584
Barnesiella intestinihominis,0.0029483131348722776,0.17932650760347837,0.22815305967099744
Faecalimonas umbilicata,-0.007963810964751562,0.17539618477385868,0.22156292661940707
Alistipes indistinctus,0.020185059752135533,0.15991585606748587,0.20554714747870115
Streptococcus salivarius,0.011175874703223869,0.1579316535883384,0.18052506158683004
Escherichia coli,0.0004929549490185662,0.1404673340105894,0.1627732522009672
Anaerobutyricum hallii,-0.0166249342006096,0.1378420314333385,0.16150752179726446
Calcium-channel blockers,0.009745978540183366,0.13712984558388902,0.14696828747504287
hopsn,0.004751736721883322,0.12244845095075003,0.1509469807981662
Cloacibacillus evryensis,-0.013184240120748534,0.11357625655286636,0.17807803099300837
Sellimonas intestinalis,-0.0008988417775465585,0.112202587679327,0.14321751489480697
Ruthenibacterium lactatiformans,0.010469341370487243,0.11017677362830262,0.14242970646792494
Clostridia bacterium,-0.005535128269190915,0.1062039844725953,0.118583750086436
GABA Analogs,-0.001102604900361441,0.10482996673406958,0.1573742771591816
Catabacter hongkongensis,0.008321267678121346,0.10423638529227858,0.15035502602068504
polypharm5,-0.004195003378315616,0.10220541832549312,0.11700002844244527
Phocaeicola vulgatus,-0.013589550958187199,0.08331378126035219,0.11423844495472094
Anaerotignum lactatifermentans,-0.008068450155739995,0.08061854662118416,0.11451845612856623
Lachnospiraceae bacterium,-0.0017659409051240058,0.07985738412243357,0.09224768646662809
Roseburia faecis,0.009770782032810878,0.07236985171101917,0.08236359981147329
Ruminococcus torques,0.005406964215141887,0.0678626248065642,0.0842520648543103
Thyroid replacement hormones,-0.010581792129103988,0.0676004013452526,0.09309997394217509
Klebsiella pneumoniae,0.001261818921844691,0.06213342823362037,0.11814175069101843
Erysipelatoclostridium ramosum,-0.003876263944316616,0.060594950340493316,0.07372756288004999
Bacteroides cellulosilyticus,-0.003344975193162713,0.060134457280064085,0.06655095798173477
Cerebrovascular disease: CVA with mild or no residua or TIA,0.00301609010187198,0.058927477293552376,0.10439279321329903
NSAIDs,-0.0020007771506086605,0.05690016810603836,0.08614853006349596
Evtepia gabavorous,-0.002429925020769867,0.05160567314858214,0.06191251954951762
Clostridiaceae bacterium,0.002282680693284121,0.04751059063830698,0.050575155279054415
Beta-1 selective agents,-0.004484521409677738,0.0467771144026143,0.05522054488287945
Alistipes shahii,0.012014412745751766,0.04384830381080971,0.08200126353569837
Clostridium sp AF34 10BH,-0.004883375341091424,0.04151071840442693,0.061360218123399236
abx6mo,0.0006009886862167706,0.03741904965568856,0.04615577475501463
HTN,0.003099495404639898,0.037349124898035886,0.04313602166960323
Eggerthella lenta,0.000662995866032396,0.034894517857788306,0.04121580550941948
Ruminococcaceae unclassified SGB15260,0.0023348050048007003,0.03465591774300569,0.06259974713401731
Bacteroides caccae,0.00011146160521030786,0.03401940405672555,0.04300453963141572
Roseburia hominis,-0.0012836535417067143,0.029630341577652302,0.042357345707430084
Ruminococcus gnavus,0.0007437934977550163,0.027695274174501565,0.038428482660067334
Parkinsons,0.005198286530165659,0.02735376519390106,0.05686037704373865
Flavonifractor plautii,0.004566475129427594,0.027180301587523756,0.042768300939449604
Bacteroides thetaiotaomicron,0.0027371547987146685,0.026515541197439933,0.03698617975457432
Enterocloster clostridioformis,0.0012286731767489497,0.02647949513002438,0.06377037814945745
Benzodiazepenes,0.002131240555255629,0.025333229991972215,0.035983518960622914
Bacteroides stercoris,-0.00026743584316959063,0.02421939808212068,0.03898169426944967
Clostridiales bacterium,-0.0002538041454397307,0.023924068193293964,0.0539953887770386
Odoribacter splanchnicus,-0.0017674452407058984,0.023567274851707565,0.041726002137501224
Roseburia sp AF02 12,0.002818346785230229,0.022794395144656372,0.03155835067145271
Candidatus Cibiobacter qucibialis,0.0012072133446594888,0.022566144065527764,0.03162997088862264
Alistipes finegoldii,0.005414790690562535,0.022257228481415592,0.033806867820600876
Antidepressants,0.009140532940833111,0.02199736934824279,0.05375746457899885
GGB9557 SGB14966,1.6785798615761408e-05,0.017978857011459317,0.035414114394955905
GGB3293 SGB4348,0.005725708324033983,0.017610046658593594,0.03251456966913199
Akkermansia sp BIOML A40,-0.00026517414475409523,0.014771832795037567,0.024186905502975833
GGB9694 SGB15201,-0.0020640683640775867,0.014467224786548724,0.025700887339598938
Ruminococcaceae unclassified SGB15234,0.004601029142473339,0.013822899713676976,0.0355526368586303
GGB9512 SGB14909,0.0007656091537818996,0.013462242331155996,0.02259239305822148
Blautia caecimuris,-0.0017646405403769912,0.01249119503330796,0.026433402820340228
Roseburia inulinivorans,0.0013898391903947207,0.010580796783667773,0.015174164007377856
Acidaminococcus intestini,0.0013142944646261495,0.010147767718611521,0.017482495018555196
Intestinimonas butyriciproducens,0.00134371608482331,0.009996932752714113,0.01680049753569478
GGB9699 SGB15216,-0.0018349041884508086,0.008207156903081896,0.014151262139677696
Fusicatenibacter saccharivorans,0.00034767941388897495,0.004772205393916619,0.006673797847071561
Clostridia unclassified SGB4367,0.0006243546889431158,0.003643099307100423,0.008363319859156393
GGB9712 SGB15244,0.0011754130933904741,0.002636650681881042,0.01064797027726528
Emergencia timonensis,0.0,0.0,0.0
Diabetes without end-organ damage ,0.0,0.0,0.0
GGB9615 SGB15053,0.0,0.0,0.0
